;seq_name;V1;V2;center_seq_name;eukref_env_biome;eukref_geo_loc_name;eukref_notes;gb_isolation_source;pr2_ocean;gb_lat_lon;pr2_ecosystem;pr2_habitat;gb_publication
112;AB810959_1_1681_U_Thraustochytriaceae_SEK690_sp;S;242;AB810959_1_1681_U_Thraustochytriaceae_SEK690_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
113;AB810960_1_1680_U_Thraustochytriaceae_SEK690_sp;H;242;AB810959_1_1681_U_Thraustochytriaceae_SEK690_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
114;AB810961_1_1734_U_Aurantiochytrium_sp;H;87;FJ821482_1_1770_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
115;AB810962_1_1782_U_Ulkenia_sp;H;25;AB022116_1_1812_U_Ulkenia_visurgensis;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
116;AB810963_1_1776_U_Thraustochytrium_aureum;H;29;AB022110_1_1807_U_Thraustochytrium_aureum;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
117;AB810964_1_1755_U_Schizochytrium_sp;H;115;AB810965_1_1757_U_Schizochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
118;AB810965_1_1757_U_Schizochytrium_sp;S;115;AB810965_1_1757_U_Schizochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
119;AB810966_1_1828_U_Thraustochytriaceae_X_sp;S;15;AB810966_1_1828_U_Thraustochytriaceae_X_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
120;AB810967_1_1764_U_Oblongichytrium_sp;S;99;AB810967_1_1764_U_Oblongichytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
121;AB810968_1_1782_U_Ulkenia_sp;H;25;AB022116_1_1812_U_Ulkenia_visurgensis;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
122;AB810969_1_1767_U_Thraustochytrium_sp;S;95;AB810969_1_1767_U_Thraustochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
123;AB810970_1_1757_U_Parietichytrium_sarkarianum;H;112;AB290580_1_1759_U_Parietichytrium_sarkarianum;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
124;AB810971_1_1759_U_Parietichytrium_sarkarianum;H;112;AB290580_1_1759_U_Parietichytrium_sarkarianum;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
125;AB810972_1_1759_U_Parietichytrium_sarkarianum;H;112;AB290580_1_1759_U_Parietichytrium_sarkarianum;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
126;AB810973_1_1759_U_Parietichytrium_sarkarianum;H;112;AB290580_1_1759_U_Parietichytrium_sarkarianum;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
127;AB810974_1_1758_U_Parietichytrium_sarkarianum;H;112;AB290580_1_1759_U_Parietichytrium_sarkarianum;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
128;AB810975_1_1754_U_Parietichytrium_sarkarianum;S;122;AB810975_1_1754_U_Parietichytrium_sarkarianum;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
129;AB810976_1_1755_U_Parietichytrium_sarkarianum;S;120;AB810976_1_1755_U_Parietichytrium_sarkarianum;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
130;AB810977_1_1755_U_Parietichytrium_sarkarianum;S;121;AB810977_1_1755_U_Parietichytrium_sarkarianum;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
131;AB810978_1_1506_U_Aurantiochytrium_sp;S;354;AB810978_1_1506_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
132;AB810979_1_1504_U_Aurantiochytrium_sp;H;354;AB810978_1_1506_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
133;AB810980_1_1504_U_Aurantiochytrium_sp;H;354;AB810978_1_1506_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
134;AB810981_1_1506_U_Aurantiochytrium_sp;H;354;AB810978_1_1506_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
135;AB810982_1_1506_U_Aurantiochytrium_sp;H;354;AB810978_1_1506_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
136;AB810983_1_1757_U_Botryochytrium_sp;H;113;AB810984_1_1758_U_Botryochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
137;AB810984_1_1758_U_Botryochytrium_sp;S;113;AB810984_1_1758_U_Botryochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
138;AB810985_1_1764_U_Oblongichytrium_sp;H;99;AB810967_1_1764_U_Oblongichytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
139;AB810986_1_1757_U_Botryochytrium_sp;S;116;AB810986_1_1757_U_Botryochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
140;AB810987_1_1764_U_Oblongichytrium_sp;H;99;AB810967_1_1764_U_Oblongichytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
141;AB810988_1_1738_U_Aurantiochytrium_sp;H;143;AB811009_1_1740_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
142;AB810989_1_1738_U_Aurantiochytrium_sp;H;143;AB811009_1_1740_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
143;AB810990_1_1737_U_Aurantiochytrium_sp;S;151;AB810990_1_1737_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
144;AB810991_1_1737_U_Thraustochytriaceae_X_sp;H;151;AB810990_1_1737_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
145;AB810992_1_1738_U_Aurantiochytrium_sp;H;143;AB811009_1_1740_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
146;AB810993_1_1738_U_Aurantiochytrium_sp;H;143;AB811009_1_1740_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
147;AB810994_1_1736_U_Aurantiochytrium_sp;H;69;MH488968_1_1781_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
148;AB810995_1_1736_U_Aurantiochytrium_sp;H;69;MH488968_1_1781_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
149;AB810996_1_1735_U_Aurantiochytrium_sp;H;151;AB810990_1_1737_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
150;AB810997_1_1738_U_Aurantiochytrium_sp;H;143;AB811009_1_1740_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
151;AB810998_1_1737_U_Aurantiochytrium_sp;H;143;AB811009_1_1740_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
152;AB810999_1_1738_U_Aurantiochytrium_sp;H;69;MH488968_1_1781_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
153;AB811000_1_1738_U_Aurantiochytrium_sp;H;143;AB811009_1_1740_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
154;AB811001_1_1737_U_Aurantiochytrium_sp;H;151;AB810990_1_1737_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
155;AB811002_1_1737_U_Aurantiochytrium_sp;H;143;AB811009_1_1740_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
156;AB811003_1_1737_U_Aurantiochytrium_sp;H;143;AB811009_1_1740_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
157;AB811004_1_1739_U_Aurantiochytrium_sp;H;143;AB811009_1_1740_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
158;AB811005_1_1737_U_Aurantiochytrium_sp;H;151;AB810990_1_1737_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
159;AB811006_1_1737_U_Aurantiochytrium_sp;H;151;AB810990_1_1737_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
160;AB811007_1_1738_U_Aurantiochytrium_sp;H;143;AB811009_1_1740_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
161;AB811008_1_1738_U_Aurantiochytrium_sp;H;143;AB811009_1_1740_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
162;AB811009_1_1740_U_Aurantiochytrium_sp;S;143;AB811009_1_1740_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
163;AB811010_1_1735_U_Schizochytrium_sp;H;69;MH488968_1_1781_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
164;AB811011_1_1737_U_Aurantiochytrium_sp;H;143;AB811009_1_1740_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
165;AB811012_1_1735_U_Aurantiochytrium_sp;H;151;AB810990_1_1737_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
166;AB811013_1_1737_U_Aurantiochytrium_sp;H;143;AB811009_1_1740_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
167;AB811014_1_1737_U_Aurantiochytrium_sp;H;143;AB811009_1_1740_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
168;AB811015_1_1738_U_Aurantiochytrium_sp;H;143;AB811009_1_1740_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
169;AB811016_1_1737_U_Schizochytrium_sp;H;143;AB811009_1_1740_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
170;AB811017_1_1736_U_Schizochytrium_sp;H;69;MH488968_1_1781_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
171;AB811018_1_1740_U_Aurantiochytrium_sp;H;143;AB811009_1_1740_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
172;AB811019_1_1737_U_Aurantiochytrium_sp;H;69;MH488968_1_1781_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
173;AB811020_1_1737_U_Aurantiochytrium_sp;H;151;AB810990_1_1737_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
174;AB811021_1_1737_U_Aurantiochytrium_sp;H;143;AB811009_1_1740_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
175;AB811022_1_1738_U_Aurantiochytrium_sp;H;143;AB811009_1_1740_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
176;AB811023_1_1737_U_Aurantiochytrium_sp;H;151;AB810990_1_1737_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
177;AB811024_1_1736_U_Schizochytrium_sp;H;69;MH488968_1_1781_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
178;AB811025_1_1737_U_Aurantiochytrium_sp;H;151;AB810990_1_1737_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
179;AB811026_1_1738_U_Aurantiochytrium_sp;H;143;AB811009_1_1740_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
180;AB811027_1_1735_U_Aurantiochytrium_sp;H;69;MH488968_1_1781_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
181;AB811028_1_1738_U_Aurantiochytrium_sp;H;143;AB811009_1_1740_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
182;AB811029_1_1736_U_Aurantiochytrium_sp;H;69;MH488968_1_1781_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
183;AB811030_1_1737_U_Aurantiochytrium_sp;H;151;AB810990_1_1737_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;;;TLC screening of thraustochytrid strains for squalene production
184;AB856528_1_1762_U_Fibrophrys_columna;S;105;AB856528_1_1762_U_Fibrophrys_columna;NA;NA;NA;NA;NA;NA;freshwater lake;water;Diplophrys mutabilis sp. nov., a new member of Labyrinthulomycetes from freshwater habitats
185;AB900161_1_1654_U_Aurantiochytrium_sp;H;39;MH319327_1_1801_U_Aurantiochytrium_acetophilum;NA;NA;NA;NA;NA;NA; ;;Aurantiochytrium sp. OH4 gene for 18S rRNA
186;AB970183_1_521_U_Amphifilaceae_X_sp;S;957;AB970183_1_521_U_Amphifilaceae_X_sp;soil;Japan:Aichi;rice field soil;rice field soil;NA;NA;terrestrial;soil;Impact of long-term fertilizer treatment on microeukaryotic community structure in rice field soil
187;AB970256_1_556_U_Amphifilaceae_X_sp;S;925;AB970256_1_556_U_Amphifilaceae_X_sp;soil;Japan:Aichi;rice field soil;rice field soil;NA;NA;terrestrial;soil;Impact of long-term fertilizer treatment on microeukaryotic community structure in rice field soil
188;AB970374_1_520_U_Amphifilaceae_X_sp;S;958;AB970374_1_520_U_Amphifilaceae_X_sp;soil;Japan:Aichi;rice field soil;rice field soil;NA;NA;terrestrial;soil;Impact of long-term fertilizer treatment on microeukaryotic community structure in rice field soil
189;AB970424_1_558_U_Amphifilaceae_X_sp;S;921;AB970424_1_558_U_Amphifilaceae_X_sp;soil;Japan:Aichi;rice field soil;rice field soil;NA;NA;terrestrial;soil;Impact of long-term fertilizer treatment on microeukaryotic community structure in rice field soil
190;AB973513_1_1625_U_Sicyoidochytrium_sp;H;225;KX430107_1_1697_U_Sicyoidochytrium_sp;brackish water;Japan: Shukugawa River;bay river mouth;NA;NA;NA;estuary;water;Seasonal dynamics of culturable thraustochytrids (Labyrinthulomycetes, Stramenopiles) in estuarine and coastal waters
191;AB973514_1_1627_U_Sicyoidochytrium_sp;H;225;KX430107_1_1697_U_Sicyoidochytrium_sp;brackish water;Japan: Shukugawa River;bay river mouth;NA;NA;NA;estuary;water;Seasonal dynamics of culturable thraustochytrids (Labyrinthulomycetes, Stramenopiles) in estuarine and coastal waters
192;AB973525_1_1671_U_Thraustochytrium_pachydermum;S;255;AB973525_1_1671_U_Thraustochytrium_pachydermum;brackish water;Japan: Shukugawa River;bay river mouth;NA;NA;NA;estuary;water;Seasonal dynamics of culturable thraustochytrids (Labyrinthulomycetes, Stramenopiles) in estuarine and coastal waters
193;AB973528_1_1630_U_Ulkenia_sp;H;25;AB022116_1_1812_U_Ulkenia_visurgensis;brackish water;Japan: Shukugawa River;bay river mouth;NA;NA;NA;estuary;water;Seasonal dynamics of culturable thraustochytrids (Labyrinthulomycetes, Stramenopiles) in estuarine and coastal waters
194;AB973531_1_1657_U_Oblongichytrium_sp;H;99;AB810967_1_1764_U_Oblongichytrium_sp;brackish water;Japan: Shukugawa River;bay river mouth;NA;NA;NA;estuary;water;Seasonal dynamics of culturable thraustochytrids (Labyrinthulomycetes, Stramenopiles) in estuarine and coastal waters
195;AB973532_1_1640_U_Oblongichytrium_sp;H;99;AB810967_1_1764_U_Oblongichytrium_sp;brackish water;Japan: Shukugawa River;bay river mouth;NA;NA;NA;estuary;water;Seasonal dynamics of culturable thraustochytrids (Labyrinthulomycetes, Stramenopiles) in estuarine and coastal waters
196;AB973533_1_1645_U_Oblongichytrium_sp;H;99;AB810967_1_1764_U_Oblongichytrium_sp;brackish water;Japan: Shukugawa River;bay river mouth;NA;NA;NA;estuary;water;Seasonal dynamics of culturable thraustochytrids (Labyrinthulomycetes, Stramenopiles) in estuarine and coastal waters
197;AB973534_1_1725_U_Oblongichytrium_sp;S;176;AB973534_1_1725_U_Oblongichytrium_sp;brackish water;Japan: Shukugawa River;bay river mouth;NA;NA;NA;estuary;water;Seasonal dynamics of culturable thraustochytrids (Labyrinthulomycetes, Stramenopiles) in estuarine and coastal waters
198;AB973535_1_1677_U_Oblongichytrium_sp;S;251;AB973535_1_1677_U_Oblongichytrium_sp;brackish water;Japan: Osaka Bay;bay;NA;NA;NA;estuary;water;Seasonal dynamics of culturable thraustochytrids (Labyrinthulomycetes, Stramenopiles) in estuarine and coastal waters
199;AB973536_1_1662_U_Oblongichytrium_sp;H;45;AB022111_1_1796_U_Oblongichytrium_sp;brackish water;Japan: Shukugawa River;bay river mouth;NA;NA;NA;estuary;water;Seasonal dynamics of culturable thraustochytrids (Labyrinthulomycetes, Stramenopiles) in estuarine and coastal waters
200;AB973537_1_1665_U_Oblongichytrium_sp;H;45;AB022111_1_1796_U_Oblongichytrium_sp;brackish water;Japan: Osaka Bay;bay;NA;NA;NA;estuary;water;Seasonal dynamics of culturable thraustochytrids (Labyrinthulomycetes, Stramenopiles) in estuarine and coastal waters
201;AB973538_1_1650_U_Oblongichytrium_sp;H;45;AB022111_1_1796_U_Oblongichytrium_sp;brackish water;Japan: Osaka Bay;bay;NA;NA;NA;estuary;water;Seasonal dynamics of culturable thraustochytrids (Labyrinthulomycetes, Stramenopiles) in estuarine and coastal waters
202;AB973539_1_1653_U_Oblongichytrium_sp;S;270;AB973539_1_1653_U_Oblongichytrium_sp;brackish water;Japan: Shukugawa River;bay river mouth;NA;NA;NA;estuary;water;Seasonal dynamics of culturable thraustochytrids (Labyrinthulomycetes, Stramenopiles) in estuarine and coastal waters
203;AB973540_1_1645_U_Oblongichytrium_sp;H;270;AB973539_1_1653_U_Oblongichytrium_sp;brackish water;Japan: Osaka Bay;bay;NA;NA;NA;estuary;water;Seasonal dynamics of culturable thraustochytrids (Labyrinthulomycetes, Stramenopiles) in estuarine and coastal waters
204;AB973541_1_1688_U_Oblongichytrium_sp;H;201;HQ228948_1_1714_U_Oblongichytrium_sp;brackish water;Japan: Osaka Bay;bay;NA;NA;NA;estuary;water;Seasonal dynamics of culturable thraustochytrids (Labyrinthulomycetes, Stramenopiles) in estuarine and coastal waters
205;AB973542_1_1658_U_Oblongichytrium_sp;H;41;FJ821480_1_1798_U_Oblongichytrium_sp;brackish water;Japan: Shukugawa River;bay river mouth;NA;NA;NA;estuary;water;Seasonal dynamics of culturable thraustochytrids (Labyrinthulomycetes, Stramenopiles) in estuarine and coastal waters
206;AB973543_1_1644_U_Aplanochytrium_sp;H;164;EU851173_1_1731_U_Aplanochytrium_sp;brackish water;Japan: Shukugawa River;bay river mouth;NA;NA;NA;estuary;water;Seasonal dynamics of culturable thraustochytrids (Labyrinthulomycetes, Stramenopiles) in estuarine and coastal waters
207;AB973544_1_1657_U_Aplanochytrium_sp;H;33;KJ761355_1_1806_U_Aplanochytrium_sp;brackish water;Japan: Osaka Bay;bay;NA;NA;NA;estuary;water;Seasonal dynamics of culturable thraustochytrids (Labyrinthulomycetes, Stramenopiles) in estuarine and coastal waters
208;AB973545_1_1754_U_Thraustochytriaceae_SEK690_sp;S;123;AB973545_1_1754_U_Thraustochytriaceae_SEK690_sp;brackish water;Japan: Shukugawa River;bay river mouth;NA;NA;NA;estuary;water;Seasonal dynamics of culturable thraustochytrids (Labyrinthulomycetes, Stramenopiles) in estuarine and coastal waters
209;AB973546_1_1658_U_Thraustochytriaceae_SEK690_sp;H;123;AB973545_1_1754_U_Thraustochytriaceae_SEK690_sp;brackish water;Japan: Shukugawa River;bay river mouth;NA;NA;NA;estuary;water;Seasonal dynamics of culturable thraustochytrids (Labyrinthulomycetes, Stramenopiles) in estuarine and coastal waters
210;AB973547_1_1618_U_Thraustochytriaceae_SEK690_sp;H;123;AB973545_1_1754_U_Thraustochytriaceae_SEK690_sp;brackish water;Japan: Shukugawa River;bay river mouth;NA;NA;NA;estuary;water;Seasonal dynamics of culturable thraustochytrids (Labyrinthulomycetes, Stramenopiles) in estuarine and coastal waters
211;AB973554_1_1764_U_Aurantiochytrium_sp;H;58;FJ821497_1_1787_U_Aurantiochytrium_sp;brackish water;Japan: Shukugawa River;bay river mouth;NA;NA;NA;estuary;water;Seasonal dynamics of culturable thraustochytrids (Labyrinthulomycetes, Stramenopiles) in estuarine and coastal waters
212;AB973555_1_1777_U_Aurantiochytrium_sp;S;75;AB973555_1_1777_U_Aurantiochytrium_sp;brackish water;Japan: Osaka Bay;bay;NA;NA;NA;estuary;water;Seasonal dynamics of culturable thraustochytrids (Labyrinthulomycetes, Stramenopiles) in estuarine and coastal waters
213;AB973556_1_1739_U_Aurantiochytrium_sp;H;75;AB973555_1_1777_U_Aurantiochytrium_sp;brackish water;Japan: Osaka Bay;bay;NA;NA;NA;estuary;water;Seasonal dynamics of culturable thraustochytrids (Labyrinthulomycetes, Stramenopiles) in estuarine and coastal waters
